chromosome	start	stop	ab_initio_tx_id	Human_PB	Chimp_PB	Gorilla_PB	Orangutan_PB	Rhesus_PB	gene_id	gene_name
chr13	388479	388604	augCGP-12763.t1	0	0	0	0	97	ENSG00000115041.13	KCNIP3
chr13	389030	389100	augCGP-12763.t1	0	0	0	0	98	ENSG00000115041.13	KCNIP3
chr13	389321	389392	augCGP-12763.t1	0	0	0	0	99	ENSG00000115041.13	KCNIP3
chr13	393055	393163	augCGP-12763.t1	0	0	0	0	97	ENSG00000115041.13	KCNIP3
chr13	393835	393940	augCGP-12763.t1	0	0	0	0	100	ENSG00000115041.13	KCNIP3
chr13	394661	394724	augCGP-12763.t1	0	0	0	0	98	ENSG00000115041.13	KCNIP3
chr13	1384383	1384495	augPB-18512.t1	0	0	0	0	1	ENSG00000228486.10	C2orf92
chr13	1411996	1412119	augPB-18512.t1	0	0	0	0	2	ENSG00000228486.10	C2orf92
chr13	2088027	2088246	augPB-18515.t2	0	0	0	0	86	ENSG00000168658.19	VWA3B
chr13	2292626	2292745	augPB-18517.t1	0	0	0	0	1	ENSG00000040933.15	INPP4A
chr13	2322240	2322258	augPB-18517.t1	1	0	0	0	58	ENSG00000040933.15	INPP4A
chr13	3034748	3034854	augPB-18526.t1	0	0	0	0	2	ENSG00000185674.9	LYG2
chr13	3466725	3466763	augPB-18533.t1	0	0	0	0	2	ENSG00000144218.19	AFF3
chr13	3803417	3803479	augPB-18533.t3	0	0	0	0	1	ENSG00000144218.19	AFF3
chr13	4458729	4458811	augPB-18540.t1	0	0	0	0	7	ENSG00000287832.1	AC092845.1
chr13	9020130	9020397	augPB-18573.t2	0	0	0	0	4	ENSG00000135966.13	TGFBRAP1
chr13	9023827	9023854	augPB-18573.t2	0	0	0	0	3	ENSG00000135966.13	TGFBRAP1
chr13	13613858	13613982	augPB-18604.t1	0	0	0	0	2	ENSG00000144063.4	MALL
chr13	13956795	13957346	augPB-18608.t1	0	0	0	0	4	ENSG00000153093.18	ACOXL
chr13	14158548	14158680	augPB-18610.t1	0	0	0	0	7	ENSG00000153093.18	ACOXL
chr13	15278746	15278840	augPB-18616.t1	0	0	0	0	30	ENSG00000153214.11	TMEM87B
chr13	16365716	16365842	augPB-18632.t1	0	0	0	0	3	ENSG00000125637.16	PSD4
chr13	16372971	16373148	augPB-18632.t1	0	0	0	0	25	ENSG00000125637.16	PSD4
chr13	22875466	22875504	augPB-18674.t1	0	0	1	0	12	ENSG00000168890.14	TMEM150A
chr13	22884834	22884897	augPB-18676.t2	0	0	0	0	5	ENSG00000168899.5	VAMP5
chr13	23046043	23046113	augPB-18680.t2	0	0	0	0	8	ENSG00000152292.17	SH2D6
chr13	23353063	23353186	augPB-18685.t2	2	2	1	0	1	ENSG00000152284.5	TCF7L1
chr13	23576471	23576576	augPB-18687.t1	0	0	0	0	1	ENSG00000287625.1	AC022210.2
chr13	29214228	29214321	augPB-18703.t2	0	0	0	0	2	ENSG00000066032.18	CTNNA2
chr13	29738187	29738237	augPB-18706.t1	0	0	0	0	1	ENSG00000286260.1	AC092604.1
chr13	29757620	29757718	augPB-18706.t1	0	0	0	0	1	ENSG00000286260.1	AC092604.1
chr13	34255373	34255430	augCGP-12972.t1	0	0	0	0	18	ENSG00000159374.17	M1AP
chr13	35466025	35466234	augPB-18755.t1	0	0	0	0	21	ENSG00000287435.1	AC069404.1
chr13	39290967	39291200	augPB-18793.t2	0	2	0	0	58	ENSG00000115977.19	AAK1
chr13	39414460	39414500	augPB-18796.t1	0	0	0	0	245	ENSG00000198380.12	GFPT1
chr13	39416467	39416545	augPB-18796.t1	0	0	0	1	131	ENSG00000198380.12	GFPT1
chr13	43688533	43690056	augPB-18817.t4	0	0	0	0	264	ENSG00000011523.14	CEP68
chr13	45641563	45641628	augPB-18835.t1	0	0	0	0	12	ENSG00000143951.16	WDPCP
chr13	53114708	53114784	augPB-18874.t2	0	0	0	0	186	ENSG00000163001.11	CFAP36
chr13	53347553	53347801	augPB-18875.t2	0	0	0	1	52	ENSG00000115355.17	CCDC88A
chr13	53744082	53744214	augPB-18881.t2	0	0	0	0	3	ENSG00000214595.12	EML6
chr13	60936897	60937039	augPB-18907.t2	0	1	0	0	45	ENSG00000138081.20	FBXO11
chr13	69415508	69415623	augPB-18962.t2	0	0	0	0	3	ENSG00000231312.7	MAP4K3-DT
chr13	71672046	71672066	augPB-18985.t6	0	0	0	0	1	ENSG00000003509.16	NDUFAF7
chr13	72037506	72037593	augPB-18992.t1	0	0	0	0	12	ENSG00000115808.12	STRN
chr13	74311297	74311381	augPB-18997.t1	0	0	0	0	1	ENSG00000232153.3	AC012593.2
chr13	76436839	76437041	augPB-19005.t1	0	3	3	0	10	ENSG00000115760.14	BIRC6
chr13	76468206	76468338	augPB-19005.t1	14	12	0	0	16	ENSG00000115760.14	BIRC6
chr13	77695638	77696029	augPB-19015.t1	0	0	0	0	3	ENSG00000214711.10	CAPN14
chr13	77698327	77698393	augCGP-13251.t1	0	0	0	0	16	ENSG00000214711.10	CAPN14
chr13	77705726	77705894	augCGP-13251.t1	0	0	0	0	16	ENSG00000214711.10	CAPN14
chr13	79235013	79235096	augPB-19028.t1	0	0	0	0	1	ENSG00000171094.18	ALK
chr13	79754011	79754152	augPB-19031.t1	0	0	0	0	34	ENSG00000115295.20	CLIP4
chr13	79909436	79909511	augPB-19033.t2	0	0	0	0	1	ENSG00000189350.12	TOGARAM2
chr13	79923671	79923769	augPB-19033.t2	0	0	0	0	3	ENSG00000189350.12	TOGARAM2
chr13	80308023	80308121	augPB-19038.t1	0	0	0	0	1	ENSG00000163803.13	PLB1
chr13	81571532	81571703	augCGP-13287.t1	2	1	1	1	103	ENSG00000163795.14	ZNF513
chr13	81572215	81572892	augPB-19056.t4	0	0	0	0	49	ENSG00000163795.14	ZNF513
chr13	81645846	81645866	augPB-19062.t1	0	0	0	0	2	ENSG00000138100.13	TRIM54
chr13	84719941	84720078	augPB-19105.t1	0	1	0	0	25	ENSG00000198399.14	ITSN2
chr13	84990992	84991070	augPB-19113.t4	0	0	0	0	3	ENSG00000205639.11	MFSD2B
chr13	84995685	84995773	augPB-19113.t3	0	0	0	0	2	ENSG00000205639.11	MFSD2B
chr13	85302099	85302439	augPB-19116.t1	0	0	0	0	2	ENSG00000119771.15	KLHL29
chr13	85471098	85471166	augPB-19117.t1	0	0	0	0	1	ENSG00000119771.15	KLHL29
chr13	85619433	85619510	augPB-19118.t1	0	0	0	0	16	ENSG00000235497.5	AC012506.4
chr13	85969955	85970085	augPB-19119.t1	0	0	0	0	2	ENSG00000232451.2	AC018467.1
chr13	85970843	85970881	augPB-19119.t1	0	0	0	0	9	ENSG00000232451.2	AC018467.1
chr13	87370979	87371045	augPB-19123.t1	0	0	0	0	1	ENSG00000233005.2	AC018742.1
chr13	88747625	88747760	augPB-19131.t1	16	20	28	4	38	ENSG00000055917.15	PUM2
chr13	89987365	89987414	augPB-19141.t2	0	0	0	0	2	ENSG00000236204.6	LINC01376
chr13	89990375	89990467	augPB-19141.t2	0	0	0	0	3	ENSG00000236204.6	LINC01376
chr13	90092345	90092444	augPB-19143.t1	0	0	0	0	1	ENSG00000287284.1	AC130814.1
chr13	91134794	91134854	augPB-19148.t1	0	0	0	0	1	ENSG00000151379.4	MSGN1
chr13	94170472	94170558	augPB-19161.t1	0	0	0	0	1	ENSG00000287291.1	AC068286.2
chr13	94171106	94171170	augPB-19161.t1	0	0	0	0	1	ENSG00000287291.1	AC068286.2
chr13	96784108	96784201	augPB-19165.t1	0	0	0	0	1	ENSG00000224184.6	MIR3681HG
chr13	97124092	97124299	augPB-19167.t2	0	0	0	0	23	ENSG00000169006.7	NTSR2
chr13	97124092	97124308	augPB-19167.t1	0	0	0	0	22	ENSG00000169006.7	NTSR2
chr13	99653858	99653951	augPB-19200.t1	0	0	0	0	2	ENSG00000244310.2	AC093904.3
chr13	99654520	99654617	augPB-19200.t1	0	0	0	0	3	ENSG00000244310.2	AC093904.3
chr13	100687971	100688105	augPB-19207.t1	0	0	0	0	2	ENSG00000235665.6	LINC00298
chr13	102298208	102298268	augPB-19214.t1	0	0	0	0	1	ENSG00000231610.1	PIK3CDP1
chr13	102301306	102301371	augPB-19214.t1	0	0	0	0	1	ENSG00000231610.1	PIK3CDP1
chr13	103021657	103021845	augPB-19215.t1	0	0	0	0	4	ENSG00000236106.2	AC010729.1
chr13	108371606	108371915	augPB-19256.t1	0	0	0	0	2	ENSG00000226277.2	AC105393.1
chr14	666624	666789	augPB-12325.t4	0	0	2	0	34	ENSG00000070047.13	PHRF1
chr14	1395678	1395729	augPB-12350.t1	0	0	0	0	1	ENSG00000287935.1	AC136297.1
chr14	3161642	3161854	augPB-12383.t2	0	0	0	0	13	ENSG00000021762.20	OSBPL5
chr14	3564178	3564367	augPB-12389.t2	0	0	0	0	429	ENSG00000172900.12	AP002387.1
chr14	3566350	3566532	augPB-12389.t2	0	0	0	0	436	ENSG00000172900.12	AP002387.1
chr14	7214712	7214793	augPB-12454.t1	0	0	0	0	12	ENSG00000172830.13	SSH3
chr14	7480408	7480439	augPB-12458.t2	0	0	0	0	1	ENSG00000173156.7	RHOD
chr14	8601335	8601428	augCGP-15451.t1	0	0	0	0	113	ENSG00000175513.9	TSGA10IP
chr14	8902748	8902891	augPB-12517.t1	0	1	0	0	1	ENSG00000197136.4	PCNX3
chr14	8905186	8905362	augPB-12517.t1	0	0	0	0	1	ENSG00000197136.4	PCNX3
chr14	9628939	9629100	augPB-12555.t1	1	1	0	0	100	ENSG00000110046.13	ATG2A
chr14	10310885	10310993	augPB-12579.t3	0	0	0	0	112	ENSG00000110011.13	DNAJC4
chr14	10310885	10310996	augPB-12579.t2	0	0	0	0	76	ENSG00000110011.13	DNAJC4
chr14	10319460	10319574	augPB-12581.t2	2	0	4	0	8	ENSG00000149743.14	TRPT1
chr14	11325334	11325427	augPB-12601.t3	0	0	118	139	326	ENSG00000168003.16	SLC3A2
chr14	12012888	12013023	augPB-12633.t2	0	1	1	0	18	ENSG00000149503.13	INCENP
chr14	13216615	13216717	augPB-12669.t1	0	1	2	0	5	ENSG00000013725.14	CD6
chr14	13576521	13576578	augPB-12680.t1	0	0	0	0	65	ENSG00000181995.12	LINC00301
chr14	13576525	13576578	augPB-12680.t2	0	0	0	0	25	ENSG00000181995.12	LINC00301
chr14	13587853	13587997	augPB-12680.t1	0	0	0	0	90	ENSG00000181995.12	LINC00301
chr14	13603869	13603989	augPB-12681.t1	0	0	0	0	61	ENSG00000283601.1	AP003399.1
chr14	13627203	13627347	augPB-12681.t1	0	0	0	0	65	ENSG00000283601.1	AP003399.1
chr14	14241722	14241802	augPB-12695.t3	0	0	0	0	30	ENSG00000166900.17	STX3
chr14	14824579	14824629	augPB-12702.t2	1	0	0	0	12	ENSG00000189057.11	FAM111B
chr14	16204603	16204694	augPB-12726.t1	0	0	0	0	17	ENSG00000109991.9	P2RX3
chr14	18087687	18087774	augPB-12742.t2	0	0	0	0	329	ENSG00000165923.16	AGBL2
chr14	18438297	18438408	augPB-12756.t32	0	0	0	1	102	ENSG00000110514.19	MADD
chr14	18760755	18760858	augPB-12762.t1	0	0	0	0	114	ENSG00000149179.13	C11orf49
chr14	19802340	19802589	augPB-12776.t1	1	3	9	0	86	ENSG00000135365.15	PHF21A
chr14	20372613	20372758	augPB-12785.t1	0	0	0	0	8	ENSG00000255267.4	LINC02687
chr14	23617953	23617991	augPB-12810.t1	0	0	0	0	15	ENSG00000255279.1	AC023442.3
chr14	23628722	23628764	augPB-12810.t1	0	0	0	0	15	ENSG00000255279.1	AC023442.3
chr14	23630960	23631073	augPB-12810.t1	0	0	0	0	15	ENSG00000255279.1	AC023442.3
chr14	23765157	23765305	augPB-12810.t1	0	0	0	0	15	ENSG00000255279.1	AC023442.3
chr14	23864334	23864397	augPB-12811.t1	0	0	0	0	12	ENSG00000255171.7	LINC01499
chr14	30574890	30574963	augPB-12833.t1	0	0	0	0	24	ENSG00000149089.13	APIP
chr14	31865221	31865346	augPB-12846.t1	0	0	0	0	6	ENSG00000110427.16	KIAA1549L
chr14	43347014	43347062	augPB-12897.t2	3	1	1	0	15	ENSG00000171714.11	ANO5
chr14	46346277	46346601	augPB-12905.t1	0	0	0	0	27	ENSG00000129173.13	E2F8
chr14	48161111	48161236	augPB-12928.t1	0	0	0	0	3	ENSG00000006071.14	ABCC8
chr14	49524414	49524538	augPB-12934.t4	0	0	0	0	13	ENSG00000110693.18	SOX6
chr14	50826994	50827087	augPB-12944.t1	0	0	0	0	202	ENSG00000152270.9	PDE3B
chr14	51867665	51867822	augPB-12949.t1	0	0	0	0	27	ENSG00000197601.13	FAR1
chr14	52119419	52119508	augCGP-15903.t1	0	0	0	0	95	ENSG00000287548.1	AC021269.3
chr14	53281435	53281538	augPB-12955.t3	1	0	0	0	77	ENSG00000133816.15	MICAL2
chr14	53349388	53349590	augPB-12955.t6	0	0	0	0	151	ENSG00000133816.15	MICAL2
chr14	55845566	55845765	augPB-12968.t2	0	0	0	0	25	ENSG00000133812.15	SBF2
chr14	57049438	57049537	augPB-12985.t2	0	0	0	0	21	ENSG00000166436.16	TRIM66
chr14	58041056	58041270	augPB-12996.t1	0	0	0	0	4	ENSG00000254707.1	AC104237.1
chr14	64823440	64824204	augPB-13057.t6	0	0	0	0	3	ENSG00000167311.14	ART5
chr14	65196664	65196835	augPB-13072.t2	0	0	0	0	1	ENSG00000165458.14	INPPL1
chr14	67763730	67763823	augPB-13106.t2	0	0	0	0	1	ENSG00000054938.15	CHRDL2
chr14	67985516	67985611	augPB-13108.t2	0	0	0	0	85	ENSG00000166435.15	XRRA1
chr14	68810833	68810957	augPB-13122.t2	0	0	0	0	6	ENSG00000247867.2	AP001922.1
chr14	69605875	69606232	augPB-13132.t2	1	0	0	0	2	ENSG00000158636.16	EMSY
chr14	72065398	72065608	augPB-13158.t3	0	0	0	0	1	ENSG00000149256.16	TENM4
chr14	75038539	75038664	augPB-13162.t1	0	0	0	0	1	ENSG00000245832.7	MIR4300HG
chr14	75045705	75045742	augPB-13162.t1	0	0	0	0	3	ENSG00000245832.7	MIR4300HG
chr14	75843082	75843157	augPB-13164.t2	0	0	0	0	1	ENSG00000245832.7	MIR4300HG
chr14	76348506	76348673	augPB-13170.t1	0	0	0	0	66	ENSG00000137494.14	ANKRD42
chr14	86986360	86986500	augCGP-16145.t1	0	0	17	1	88	ENSG00000166004.15	CEP295
chr14	96151080	96151152	augPB-13272.t1	0	0	0	0	1	ENSG00000262406.3	MMP12
chr14	97859920	97860007	augPB-13278.t1	0	0	0	0	1	ENSG00000256422.6	LINC02552
chr14	100491219	100491286	augPB-13290.t1	0	0	0	0	1	ENSG00000255353.1	AP003057.1
chr14	104440985	104441842	augPB-13312.t2	0	0	0	0	1	ENSG00000214290.8	COLCA2
chr14	104666432	104666507	augCGP-16239.t1	0	0	0	0	2	ENSG00000183644.13	C11orf88
chr14	104746982	104747033	augPB-13315.t1	0	0	0	0	10	ENSG00000170145.5	SIK2
chr14	105655228	105655351	augPB-13331.t1	0	0	0	0	1	ENSG00000285769.2	AP003100.2
chr14	110446586	110446814	augPB-13366.t1	0	0	0	0	46	ENSG00000110274.16	CEP164
chr14	110460967	110461091	augPB-13366.t1	1	4	3	2	48	ENSG00000110274.16	CEP164
chr14	110972719	110972758	augPB-13370.t2	0	0	1	0	5	ENSG00000137747.16	TMPRSS13
chr14	110972719	110972811	augPB-13370.t1	0	0	0	0	3	ENSG00000137747.16	TMPRSS13
chr14	111305611	111305668	augPB-13377.t2	0	0	0	0	1	ENSG00000160588.10	MPZL3
chr14	112223299	112223354	augCGP-16345.t1	0	0	0	0	11	ENSG00000172350.10	ABCG4
chr14	112427501	112427586	augPB-13416.t1	0	0	0	0	77	ENSG00000036672.16	USP2
chr14	113368210	113368315	augPB-13424.t1	0	0	0	0	1	ENSG00000137709.10	POU2F3
chr14	114232048	114232156	augPB-13430.t3	0	0	0	0	3	ENSG00000109927.10	TECTA
chr14	116551465	116551628	augPB-13450.t2	0	0	0	0	1	ENSG00000023171.18	GRAMD1B
chr14	116969049	116969178	augPB-13454.t2	0	0	0	0	29	ENSG00000110002.16	VWA5A
chr14	117647850	117647960	augPB-13466.t4	0	0	0	0	4	ENSG00000154134.15	ROBO3
chr14	117653415	117653689	augPB-13466.t3	0	0	0	0	7	ENSG00000154134.15	ROBO3
chr14	117689308	117689376	augPB-13468.t1	0	0	0	0	15	ENSG00000165478.7	HEPACAM
chr14	117759541	117759661	augCGP-16407.t1	1	1	0	1	255	ENSG00000149548.15	CCDC15
chr14	117762050	117762173	augCGP-16407.t1	0	0	0	0	247	ENSG00000149548.15	CCDC15
chr14	118439820	118440279	augPB-13478.t1	0	0	0	0	93	ENSG00000134940.14	ACRV1
chr14	120829924	120829989	augPB-13501.t1	0	0	0	0	3	ENSG00000273415.3	LINC02725
chr14	122895826	122896105	augPB-13519.t2	0	0	0	0	10	ENSG00000196323.14	ZBTB44
chr14	123852094	123852224	augPB-13526.t1	0	0	0	0	5	ENSG00000182667.14	NTM
chr14	123867861	123867985	augPB-13526.t1	0	0	0	0	8	ENSG00000182667.14	NTM
chr14	125032617	125032752	augPB-13530.t1	0	0	0	0	31	ENSG00000183715.13	OPCML
chr14	126660943	126661112	augPB-13541.t2	0	0	0	0	7	ENSG00000204241.8	LINC02731
chr14	126907726	126907772	augPB-13549.t3	2	0	0	0	211	ENSG00000166105.16	GLB1L3
chr14	126934266	126934434	augPB-13549.t1	0	0	0	0	53	ENSG00000166105.16	GLB1L3
chr15	62185	62436	augCGP-29.t1	0	0	0	0	42	ENSG00000148408.13	CACNA1B
chr15	62695	62900	augCGP-29.t1	0	0	0	0	39	ENSG00000148408.13	CACNA1B
chr15	132991	133003	augPB-17590.t1	0	0	0	0	5	ENSG00000148408.13	CACNA1B
chr15	1269064	1269226	augPB-17629.t2	0	0	0	0	1	ENSG00000176919.13	C8G
chr15	1692914	1693025	augPB-17645.t1	0	0	0	0	1	ENSG00000237886.1	NALT1
chr15	1696134	1696221	augPB-17645.t1	0	0	0	0	1	ENSG00000237886.1	NALT1
chr15	1978547	1978669	augPB-17657.t4	0	0	0	0	15	ENSG00000260220.6	CCDC187
chr15	1985926	1986060	augPB-17657.t2	0	0	0	0	35	ENSG00000260220.6	CCDC187
chr15	1998044	1998154	augPB-17657.t10	0	0	0	0	3	ENSG00000260220.6	CCDC187
chr15	1999243	2000989	augPB-17657.t10	0	0	0	0	1	ENSG00000260220.6	CCDC187
chr15	2583262	2583345	augPB-17666.t3	0	0	0	0	1	ENSG00000165643.11	SOHLH1
chr15	2634796	2634844	augPB-17668.t1	0	0	0	0	504	ENSG00000204007.7	GLT6D1
chr15	2638202	2638340	augPB-17668.t1	0	0	0	0	581	ENSG00000204007.7	GLT6D1
chr15	2750874	2751027	augPB-17672.t2	0	0	0	0	324	ENSG00000122140.11	MRPS2
chr15	3366532	3366667	augPB-17682.t1	0	0	0	0	7	ENSG00000232355.2	AL603650.1
chr15	3367541	3367671	augCGP-129.t1	0	0	0	0	8	ENSG00000160339.16	FCN2
chr15	3368078	3368206	augCGP-129.t1	0	0	0	0	8	ENSG00000160339.16	FCN2
chr15	3368709	3368742	augCGP-129.t1	0	0	0	0	8	ENSG00000160339.16	FCN2
chr15	3370820	3370934	augCGP-129.t1	0	0	0	0	8	ENSG00000160339.16	FCN2
chr15	4214842	4214968	augPB-17687.t1	5	9	3	1	128	ENSG00000169925.17	BRD3
chr15	4460795	4460849	augPB-17691.t2	0	0	0	0	4	ENSG00000160293.17	VAV2
chr15	4507637	4507732	augPB-17692.t1	0	0	0	0	1	ENSG00000123453.18	SARDH
chr15	4507831	4507882	augPB-17692.t1	0	2	3	4	3	ENSG00000123453.18	SARDH
chr15	4811579	4811699	augPB-17700.t3	0	0	0	0	4	ENSG00000160323.18	ADAMTS13
chr15	4832341	4832462	augPB-17700.t2	0	0	0	3	10	ENSG00000160323.18	ADAMTS13
chr15	4850711	4850791	augPB-17702.t1	0	0	0	0	246	ENSG00000198870.8	STKLD1
chr15	7459842	7459973	augPB-17724.t3	0	0	0	0	107	ENSG00000165699.15	TSC1
chr15	7767393	7767562	augCGP-172.t1	0	14	14	50	93	ENSG00000125485.17	DDX31
chr15	7996997	7997225	augPB-17732.t1	1	0	0	0	23	ENSG00000125482.13	TTF1
chr15	8795429	8795585	augPB-17736.t1	0	0	0	0	8	ENSG00000107263.18	RAPGEF1
chr15	10616291	10616431	augPB-17761.t3	1	0	1	0	24	ENSG00000187239.17	FNBP1
chr15	10915360	10915502	augPB-17771.t1	0	0	0	0	79	ENSG00000179058.7	C9orf50
chr15	10915706	10915862	augPB-17771.t1	0	0	0	0	22	ENSG00000179058.7	C9orf50
chr15	11023933	11024050	augPB-17772.t1	0	0	0	0	2	ENSG00000286078.1	AL391056.2
chr15	11817472	11817640	augPB-17792.t2	0	1	0	0	93	ENSG00000160445.11	ZER1
chr15	12342639	12342855	augPB-17806.t5	0	0	0	0	154	ENSG00000106976.20	DNM1
chr15	12780785	12780827	augCGP-295.t1	0	0	0	2	315	ENSG00000106991.13	ENG
chr15	12798437	12798516	augPB-17820.t2	0	0	0	0	139	ENSG00000136877.15	FPGS
chr15	12893025	12893201	augPB-17824.t4	0	0	0	0	33	ENSG00000167094.16	TTC16
chr15	15956321	15956366	augPB-17857.t1	0	0	0	0	16	ENSG00000148200.17	NR6A1
chr15	16204852	16204967	augPB-17860.t2	0	0	0	0	12	ENSG00000180264.11	ADGRD2
chr15	16214987	16215043	augPB-17860.t2	0	0	0	0	13	ENSG00000180264.11	ADGRD2
chr15	16226161	16226446	augPB-17860.t2	0	0	0	0	15	ENSG00000180264.11	ADGRD2
chr15	16228432	16228495	augPB-17860.t6	0	0	0	0	2	ENSG00000180264.11	ADGRD2
chr15	16228609	16228645	augPB-17860.t6	0	0	0	0	3	ENSG00000180264.11	ADGRD2
chr15	17228391	17228474	augPB-17865.t7	0	0	0	0	21	ENSG00000119522.16	DENND1A
chr15	17325300	17325386	augPB-17866.t6	0	0	0	0	1	ENSG00000148204.12	CRB2
chr15	20929148	20929971	augPB-17882.t1	0	0	0	0	6	ENSG00000136848.17	DAB2IP
chr15	21022398	21022639	augPB-17882.t3	0	0	0	0	3	ENSG00000136848.17	DAB2IP
chr15	28647563	28647613	augPB-17919.t1	0	0	0	0	1	ENSG00000196739.15	COL27A1
chr15	28746872	28746964	augPB-17920.t1	0	0	0	0	4	ENSG00000136883.14	KIF12
chr15	29477558	29477581	augPB-17931.t2	0	0	0	0	2	ENSG00000119411.11	BSPRY
chr15	29567679	29567773	augPB-17934.t1	0	0	1	1	19	ENSG00000176386.9	CDC26
chr15	29653629	29653702	augPB-17936.t1	0	5	0	0	31	ENSG00000119321.9	FKBP15
chr15	33712877	33713064	augPB-17969.t1	0	0	0	0	19	ENSG00000095203.14	EPB41L4B
chr15	36166838	36166986	augPB-17985.t1	0	0	0	0	4	ENSG00000234323.7	LINC01505
chr15	36607399	36607469	augPB-17987.t1	0	0	0	0	2	ENSG00000234323.7	LINC01505
chr15	43386896	43386989	augPB-18021.t1	0	0	0	0	6	ENSG00000234860.2	AL162394.1
chr15	43387625	43387789	augPB-18021.t2	0	0	0	0	7	ENSG00000234860.2	AL162394.1
chr15	46373895	46374098	augPB-18054.t3	0	0	0	0	5	ENSG00000070601.10	FRMPD1
chr15	48026989	48027094	augPB-18072.t2	0	0	0	0	55	ENSG00000122707.12	RECK
chr15	48544580	48544672	augPB-18088.t1	0	0	0	0	53	ENSG00000159884.12	CCDC107
chr15	48732058	48732304	augPB-18093.t1	0	0	0	0	304	ENSG00000179766.19	ATP8B5P
chr15	48736104	48736328	augPB-18093.t1	0	0	0	0	351	ENSG00000179766.19	ATP8B5P
chr15	48738233	48738417	augPB-18093.t1	0	0	0	0	319	ENSG00000179766.19	ATP8B5P
chr15	48738972	48739120	augPB-18093.t1	0	0	0	0	340	ENSG00000179766.19	ATP8B5P
chr15	48739505	48739611	augPB-18093.t1	0	0	0	0	368	ENSG00000179766.19	ATP8B5P
chr15	48740826	48740938	augPB-18093.t1	0	0	0	0	357	ENSG00000179766.19	ATP8B5P
chr15	48741452	48741617	augPB-18093.t1	0	0	0	0	361	ENSG00000179766.19	ATP8B5P
chr15	48752151	48752267	augPB-18093.t1	0	0	0	0	364	ENSG00000179766.19	ATP8B5P
chr15	48752954	48753143	augPB-18093.t1	0	0	0	0	362	ENSG00000179766.19	ATP8B5P
chr15	48756611	48756774	augPB-18093.t1	0	0	0	0	339	ENSG00000179766.19	ATP8B5P
chr15	48769076	48769273	augPB-18093.t1	0	0	0	0	350	ENSG00000179766.19	ATP8B5P
chr15	48857046	48857171	augPB-18094.t1	5	25	5	5	20	ENSG00000198722.14	UNC13B
chr15	49156532	49156666	augPB-18098.t1	14	9	11	0	24	ENSG00000221829.9	FANCG
chr15	49709441	49709534	augPB-18118.t1	0	0	0	0	44	ENSG00000122735.16	DNAI1
chr15	49851367	49851503	augCGP-578.t1	0	0	0	1	30	ENSG00000164978.18	NUDT2
chr15	50553222	50553305	augPB-18134.t2	5	1	2	2	30	ENSG00000086102.19	NFX1
chr15	51507898	51508208	augPB-18148.t1	0	0	0	0	1	ENSG00000122729.19	ACO1
chr15	66195753	66195931	augCGP-653.t1	7	0	1	5	24	ENSG00000044459.15	CNTLN
chr15	67564369	67564561	augPB-18194.t1	0	0	0	0	2	ENSG00000164989.17	CCDC171
chr15	67856555	67856645	augPB-18195.t2	2	2	0	2	270	ENSG00000164989.17	CCDC171
chr15	68743073	68743393	augPB-18200.t2	0	0	0	0	1	ENSG00000164946.19	FREM1
chr15	68786437	68786578	augPB-18200.t2	0	0	0	0	3	ENSG00000164946.19	FREM1
chr15	69238144	69238279	augPB-18204.t1	0	0	0	0	23	ENSG00000225472.2	AL136366.1
chr15	70084499	70084684	augPB-18206.t1	0	0	0	0	1	ENSG00000226197.3	AL583785.1
chr15	70970061	70970128	augPB-18209.t1	0	0	0	0	1	ENSG00000107165.13	TYRP1
chr15	75832448	75832540	augPB-18215.t1	0	0	0	0	6	ENSG00000231902.2	AL135923.2
chr15	76417364	76417589	augPB-18218.t1	0	0	0	0	1	ENSG00000288042.1	AL157703.1
chr15	77496999	77497107	augPB-18225.t2	0	0	0	0	17	ENSG00000137033.11	IL33
chr15	78058183	78058317	augPB-18229.t2	0	0	1	0	28	ENSG00000107036.12	RIC1
chr15	78548440	78548615	augPB-18233.t1	0	0	0	0	1	ENSG00000120211.4	INSL4
chr15	82521151	82521378	augPB-18254.t1	0	0	0	0	1	ENSG00000202383.1	RNA5SP279
chr15	82522026	82522101	augPB-18254.t1	0	0	0	0	1	ENSG00000202383.1	RNA5SP279
chr15	82932402	82932550	augPB-18259.t3	0	0	0	0	19	ENSG00000137090.12	DMRT1
chr15	83386650	83386771	augCGP-696.t1	0	0	0	0	1	ENSG00000107104.19	KANK1
chr15	90247304	90247320	augPB-18297.t1	0	0	0	0	1	ENSG00000119121.22	TRPM6
chr15	93608193	93608209	augPB-18314.t3	0	1	0	0	39	ENSG00000148019.13	CEP78
chr15	96958415	96958603	augPB-18321.t2	3	1	5	1	65	ENSG00000196781.16	TLE1
chr15	102929913	102930000	augCGP-801.t1	0	0	0	0	4	ENSG00000276478.1	AL772337.4
chr15	102937822	102937964	augPB-18353.t1	0	0	0	0	9	ENSG00000277357.1	NPAP1P7
chr15	104380408	104380500	augPB-18372.t1	2	2	1	5	100	ENSG00000187742.15	SECISBP2
chr15	106722009	106722221	augPB-18384.t1	0	1	0	0	2	ENSG00000169071.15	ROR2
chr15	107295390	107295557	augPB-18390.t2	0	0	0	0	89	ENSG00000276717.2	PRSS47
chr15	107298642	107298920	augPB-18390.t3	0	0	0	0	72	ENSG00000276717.2	PRSS47
